tweets,id,len,date,source,likes,retweets,polarity,subjectivity,Sentiment
":  god pls make the dream come true for messi. :folded_hands_medium-light_skin_tone:
fifaworldcup",1601341944487374848,86,2022-12-09 22:24:05,Twitter for iPhone,0,1,0.35,0.65,Positive
": messi :beaming_face_with_smiling_eyes:

this picture says it all.

fifaworldcup ",1601341944239915008,91,2022-12-09 22:24:05,Twitter for Android,0,123,0.0,0.0,Neutral
": what it means :red_heart::argentina:

fifaworldcup | fifafanfestival ",1601341943732408322,94,2022-12-09 22:24:05,Twitter for iPhone,0,248,0.0,0.0,Neutral
: marked by three dutch players and he still finds the space and time to pick out a pass for molina. lionel messi is out…,1601341943434579968,139,2022-12-09 22:24:05,Twitter for iPhone,0,451,0.1,0.6,Positive
": argentina :argentina: beat the netherlands :netherlands: in the fifaworldcup quarterfinals in a close match.

after neither team scored in extra…",1601341943249661957,139,2022-12-09 22:24:05,Twitter for iPhone,0,70,0.0,0.0,Neutral
what a keeper!  emi martinez avfc argentina fifaworldcup ,1601341943144849409,85,2022-12-09 22:24:05,Twitter for Android,0,0,0.0,0.0,Neutral
could easily be croatia france final again fifaworldcup,1601341942566379520,56,2022-12-09 22:24:05,Twitter for iPhone,0,0,0.21666666666666667,0.9166666666666667,Positive
": the creator :brain::magnifying_glass_tilted_left:

fifaworldcup | qatar2022 ",1601341942272753665,84,2022-12-09 22:24:05,Twitter for Android,0,1624,0.0,0.0,Neutral
": omgosh, croatia what you've done 
fifaworldcup ",1601341941869776896,87,2022-12-09 22:24:05,Twitter for Android,0,2,0.0,0.0,Neutral
": :red_exclamation_mark:messi: “what are you looking at? continue ahead, fool” fifaworldcup 

",1601341941429719040,115,2022-12-09 22:24:04,Twitter for iPhone,0,214,0.0,0.0,Neutral
": :red_exclamation_mark:messi: “what are you looking at? continue ahead, fool” fifaworldcup 

",1601341941316452352,115,2022-12-09 22:24:04,Twitter Web App,0,214,0.0,0.0,Neutral
: petition to make the fifaworldcup every 2 years :loudly_crying_face::loudly_crying_face:,1601341941035433986,64,2022-12-09 22:24:04,Twitter for iPhone,0,3,0.0,0.0,Neutral
": :red_exclamation_mark:messi: “what are you looking at? continue ahead, fool” fifaworldcup 

",1601341940775419907,115,2022-12-09 22:24:04,Twitter for iPhone,0,214,0.0,0.0,Neutral
"yours sits on the bench and comes on when its already pretty , mine starts with his soldiers and fights till the bi… ",1601341940456632320,140,2022-12-09 22:24:04,Twitter for Android,0,0,0.25,1.0,Positive
i one billion percent believe if holland just did what they did for the last 10 mins for 30 mins in extra time they… ,1601341938007166976,140,2022-12-09 22:24:04,Twitter for iPhone,0,0,0.0,0.08333333333333334,Neutral
: the netherlands didn't give up :netherlands::heart_suit: fifaworldcup ,1601341937159929856,89,2022-12-09 22:24:03,Twitter for Android,0,5,0.0,0.0,Neutral
": this image sums up argentina perfectly.

lionel messi + a bunch of scum bags :rolling_on_the_floor_laughing:

he's the only one facing forward in…",1601341936790822912,139,2022-12-09 22:24:03,Twitter for Android,0,1,0.2333333333333333,0.7999999999999999,Positive
argentina had more than enough chances to beat the netherlands in extra-time but their lack of a killer touch in th… ,1601341936446558214,140,2022-12-09 22:24:03,Twitter Media Studio - LiveCut,0,0,0.25,0.5,Positive
": :speaking_head: 𝐌𝐎𝐑𝐄 𝐅𝐈𝐅𝐀𝐖𝐨𝐫𝐥𝐝𝐂𝐮𝐩 𝐃𝐑𝐀𝐌𝐀!

netherlands equalize with the last kick of regulation time from 2-0 down.

:television: stream extra time…",1601341936039694337,140,2022-12-09 22:24:03,Twitter for Android,0,126,-0.051851851851851864,0.15185185185185188,Negative
": two more wins and the debate will be over forever. 

arg | fifaworldcup ",1601341935691923456,118,2022-12-09 22:24:03,Twitter for iPhone,0,202,0.4,0.35,Positive
: million heart brokes neymar crying :broken_heart::broken_heart: fifaworldcup neymar ,1601341935599304704,104,2022-12-09 22:24:03,Twitter for iPhone,0,178,-0.2,0.6,Negative
what a world cup. now i am even more scared for tomorrow :england: fifaworldcup,1601341934865244160,78,2022-12-09 22:24:03,Twitter for iPhone,0,0,0.5,0.5,Positive
: today was probably the most dramatic set of matches i’ve ever watched at a fifaworldcup,1601341934429433856,102,2022-12-09 22:24:03,Twitter for iPhone,0,1,0.033333333333333354,0.55,Positive
": shocking scenes at netherlandsvsargentina match as fight breaks out in the fifaworldcup quarter-finals.

full details.

h…",1601341933988683776,140,2022-12-09 22:24:03, IndiaTodayFLASH,0,2,-0.325,0.775,Negative
: :speaking_head: peter drury: “he [leo] has a dream to fulfill. they [argentina] have a dream to fulfill” fifaworldcup,1601341933640896512,124,2022-12-09 22:24:03,Twitter for Android,0,380,0.0,0.0,Neutral
": :trophy: predict fifaworldcup champion, share 300 $tmt

 :check_mark_button: pick a winner, mint nft on 
 :check_mark_button: completing tasks: ",1601341933456330752,140,2022-12-09 22:24:03,Twitter Web App,0,1949,0.0,0.0,Neutral
": :red_exclamation_mark:messi: ""i don't want to talk about the referee because you can't be honest. if you talk they sanction you, fifa must t…",1601341932227022849,140,2022-12-09 22:24:02,Twitter for iPhone,0,1032,0.6,0.9,Positive
": :red_exclamation_mark:messi: “what are you looking at? continue ahead, fool” fifaworldcup 

",1601341932021481472,115,2022-12-09 22:24:02,Twitter for Android,0,215,0.0,0.0,Neutral
": what it means :red_heart::argentina:

fifaworldcup | fifafanfestival ",1601341931992526848,94,2022-12-09 22:24:02,Twitter for iPhone,0,249,0.0,0.0,Neutral
": :police_car_light: emiliano martinez: “we had the worst referee in the wc, by far” fifaworldcup",1601341931975454720,98,2022-12-09 22:24:02,Twitter for Android,0,711,-0.45,1.0,Negative
": sliding into the semis :ox::argentina:

fifaworldcup qatar2022 forzainter ",1601341931640225793,102,2022-12-09 22:24:02,Twitter for iPhone,0,17,0.0,0.0,Neutral
": two more wins and the debate will be over forever. 

arg | fifaworldcup ",1601341931610525696,118,2022-12-09 22:24:02,Twitter for iPhone,0,202,0.4,0.35,Positive
"nedarg fifaworldcup 
no yellow card was given to messi after this handball. ",1601341931505975297,101,2022-12-09 22:24:02,Twitter Web App,0,0,0.0,0.0,Neutral
": :red_exclamation_mark:messi: ""i don't want to talk about the referee because you can't be honest. if you talk they sanction you, fifa must t…",1601341931434348545,140,2022-12-09 22:24:02,Twitter for Android,0,1032,0.6,0.9,Positive
": the first world cup semi-final is set :popcorn::fire:

:croatia: croatia vs argentina :argentina:

hrv | arg | fifaworldcup ",1601341930918776832,140,2022-12-09 22:24:02,Twitter for iPhone,0,32,0.25,0.3333333333333333,Positive
": :police_car_light: messi: “a tough game awaits us against croatia, it's a semi-final and it's going to be very tough. we are really enjoy…",1601341930905837568,140,2022-12-09 22:24:02,Twitter for Android,0,306,-0.27361111111111114,0.6083333333333334,Negative
": since 1982, there’s been an inter milan player in every world cup final

one of marcelo brozovic &amp; lautaro martinez will kee…",1601341930662567936,144,2022-12-09 22:24:02,Twitter for iPhone,0,161,0.0,1.0,Neutral
": :red_exclamation_mark:messi: ""i don't want to talk about the referee because you can't be honest. if you talk they sanction you, fifa must t…",1601341930347995137,140,2022-12-09 22:24:02,Twitter for iPhone,0,1032,0.6,0.9,Positive
": “god of messi” leo messi the goat𓃵 leads argentina to semi finals ,this is the greatest world cup ever and the best world…",1601341928955863040,140,2022-12-09 22:24:02,Twitter for Android,0,5,1.0,0.65,Positive
": :red_exclamation_mark:messi: “what are you looking at? continue ahead, fool” fifaworldcup 

",1601341928905183232,115,2022-12-09 22:24:02,Twitter for iPhone,0,216,0.0,0.0,Neutral
": ratings: every player marked out of 10 from an all-time world cup classic:

ned best = 8/10
arg best = 9/10

ned worst =3/1…",1601341928553205761,140,2022-12-09 22:24:01,Twitter for Android,0,2,0.2533333333333333,0.47333333333333333,Positive
": it all came down to lautaro martínez, the final penalty taker for argentina. martínez scored his team's fourth goal of the sho…",1601341928532213760,140,2022-12-09 22:24:01,Twitter for Android,0,18,-0.051851851851851864,0.42962962962962964,Negative
": semi-final spot: secured :locked::check_mark_button:

fifaworldcup | qatar2022 ",1601341928418992128,97,2022-12-09 22:24:01,Twitter for Android,0,1052,0.0,0.0,Neutral
": :red_exclamation_mark:messi: “what are you looking at? continue ahead, fool” fifaworldcup 

",1601341928305410048,115,2022-12-09 22:24:01,Twitter for iPhone,0,216,0.0,0.0,Neutral
": • :studio_microphone:| leo messi: ""fifa can't put these referees in a match like this. he's not up to par.""

• :studio_microphone:| emiliano martinez: ""we ha…",1601341928305328129,140,2022-12-09 22:24:01,Twitter for Android,0,120,0.0,0.0,Neutral
": :red_exclamation_mark:messi: “what are you looking at? continue ahead, fool” fifaworldcup 

",1601341928096043008,115,2022-12-09 22:24:01,Twitter for iPhone,0,216,0.0,0.0,Neutral
": :red_exclamation_mark:messi: “what are you looking at? continue ahead, fool” fifaworldcup 

",1601341928095637504,115,2022-12-09 22:24:01,Twitter for iPhone,0,216,0.0,0.0,Neutral
": argentina players appear to taunt the dutch after they beat them on penalties :argentina::netherlands:

telegraphfootball fifaworldcup http…",1601341927969894400,140,2022-12-09 22:24:01,Twitter for Android,0,37,0.0,0.0,Neutral
: emiliano martinez does it again! argentina through to the semifinal fifaworldcup ,1601341927806631936,120,2022-12-09 22:24:01,Twitter for Android,0,16,0.0,0.0,Neutral
": emiliano martinez, the man who decided the goat debate.

fifaworldcup ",1601341927722717186,114,2022-12-09 22:24:01,Twitter for Android,0,84,0.0,0.0,Neutral
": semi-final spot: secured :locked::check_mark_button:

fifaworldcup | qatar2022 ",1601341926854504448,97,2022-12-09 22:24:01,Twitter for Android,0,1052,0.0,0.0,Neutral
": :red_exclamation_mark:messi: “what are you looking at? continue ahead, fool” fifaworldcup 

",1601341926778998785,115,2022-12-09 22:24:01,Twitter for iPhone,0,216,0.0,0.0,Neutral
": ecstasy. agony.

relief. despair.

ned vs. arg did not disappoint.

fifaworldcup | nedarg ",1601341926615109632,134,2022-12-09 22:24:01,Twitter for iPhone,0,23,0.0,0.0,Neutral
this is the sixth time argentina will be in the final four of the world cup in 18 wc meetings. they are two-time wo… ,1601341926544142336,140,2022-12-09 22:24:01,Twitter for Android,0,0,0.0,1.0,Neutral
": :magnifying_glass_tilted_right: | focus

lionel messi v netherlands:

:ok_hand: 67 touches
:soccer_ball: 1 goal
:bullseye: 6 shots/2 on target (1.01 total xg)
:a_button_(blood_type): 1 assist
:key: 3 key…",1601341926384336896,139,2022-12-09 22:24:01,Twitter Web App,0,212,0.16666666666666666,0.9166666666666666,Positive
"what a nail biter match that was 
argantina beats netharlands on penalty shootout's to reach in semi-final
argvsned 
fifaworldcup",1601341926351200258,131,2022-12-09 22:24:01,Twitter for Android,0,0,0.0,0.0,Neutral
": what it means :red_heart::argentina:

fifaworldcup | fifafanfestival ",1601341926330236928,94,2022-12-09 22:24:01,Twitter for Android,0,249,0.0,0.0,Neutral
": messi :handshake: batistuta

argentina's joint top all-time male goalscorers at the fifaworldcup",1601341926049210368,105,2022-12-09 22:24:01,Twitter for iPhone,0,464,0.25,0.3,Positive
": . exit the fifaworldcup on penalties.

commiserations,  :red_heart: ",1601341925826899971,114,2022-12-09 22:24:01,Twitter Web App,0,221,0.0,0.0,Neutral
: :police_car_light: lovely moment as a child from the celebrating croatia squad - looks like ivan perisic family - runs over to console n…,1601341925524897792,140,2022-12-09 22:24:01,Twitter for Android,0,1512,0.5,0.75,Positive
":bar_chart: it was 45/1 for both games to go to penalties today.

same again tomorrow?

:check_mark_button: best odds - 38/1
:cross_mark: worst odds - 29/1

fifaworldcup",1601341924987867137,131,2022-12-09 22:24:01,TweetDeck,0,0,0.0,0.47500000000000003,Neutral
"in 2014:
netherlands: :check_mark_button::cross_mark::check_mark_button::cross_mark:
argentina: :check_mark_button::check_mark_button::check_mark_button::check_mark_button:

in 2022:
netherlands: :cross_mark::cross_mark::check_mark_button::check_mark_button::check_mark_button:
argentina: :check_mark_button::check_mark_button::check_mark_button::cross_mark::check_mark_button:

when it comes to penalty… ",1601341924732174336,139,2022-12-09 22:24:01,Twitter for Android,0,0,0.0,0.0,Neutral
": :trophy: champions league
:trophy: uefa super cup
:trophy: fifa club world cup
:trophy: copa america
:trophy: balon d’or
:1st_place_medal: olympics 
:hourglass_not_done: fifaworldcup

can lione…",1601341924279209986,140,2022-12-09 22:24:00,Twitter for iPad,0,100,0.3333333333333333,0.6666666666666666,Positive
: :speaking_head: peter drury: “he [leo] has a dream to fulfill. they [argentina] have a dream to fulfill” fifaworldcup,1601341923293560833,124,2022-12-09 22:24:00,Twitter for Android,0,380,0.0,0.0,Neutral
": high-fives all around from messi! :hand_with_fingers_splayed::argentina:

fifaworldcup ",1601341923264167936,93,2022-12-09 22:24:00,Twitter for iPhone,0,177,0.0,0.0,Neutral
": what a game by 𝐌𝐞𝐬𝐬𝐢 and 𝐌𝐚𝐫𝐭𝐢𝐧𝐞𝐳 saved 2 penalties.
𝐀𝐫𝐠𝐞𝐧𝐭𝐢𝐧𝐚 :argentina: into semis :fire:

fifaworldcup ",1601341922374995968,134,2022-12-09 22:24:00,Twitter for Android,0,1,-0.4,0.4,Negative
: argentina wins 4-3 in penalties against netherlands at the world cup. fifaworldcup ,1601341920369725440,120,2022-12-09 22:23:59,Twitter for iPhone,0,2385,0.3,0.2,Positive
": semi-final spot: secured :locked::check_mark_button:

fifaworldcup | qatar2022 ",1601341918578765826,97,2022-12-09 22:23:59,Twitter for iPhone,0,1052,0.0,0.0,Neutral
": :red_exclamation_mark:messi: “what are you looking at? continue ahead, fool” fifaworldcup 

",1601341918507458560,115,2022-12-09 22:23:59,Twitter for Android,0,216,0.0,0.0,Neutral
: argentina and croatia to face off in the semi-finals of the world cup. fifaworldcup ,1601341918071648256,121,2022-12-09 22:23:59,Twitter for Android,0,344,0.0,0.0,Neutral
": :star: lionel messi: motm - netherlands :netherlands: 2 (3) - (4) 2 :argentina: argentina 

:bow_and_arrow: shots - 6
:soccer_ball: goals - 1
:a_button_(blood_type): assists - 1
:locked_with_key: key passes - 3…",1601341917899497479,140,2022-12-09 22:23:59,Twitter for Android,0,164,0.0,1.0,Neutral
: one thing about lionel messi is that he will always step out and play the first penalty no matter what. no 5th penalty…,1601341917845147648,139,2022-12-09 22:23:59,Twitter for Android,0,38,0.25,0.3333333333333333,Positive
": arg players to the ned squad after the penalty shootout :eyes:

fifaworldcup tsworldcup ",1601341917555396608,125,2022-12-09 22:23:59,Twitter for iPhone,0,111,0.0,0.0,Neutral
": semi-final spot: secured :locked::check_mark_button:

fifaworldcup | qatar2022 ",1601341916846563331,97,2022-12-09 22:23:59,Twitter for Android,0,1052,0.0,0.0,Neutral
: :speaking_head: peter drury: “he [leo] has a dream to fulfill. they [argentina] have a dream to fulfill” fifaworldcup,1601341916796579840,124,2022-12-09 22:23:59,Twitter for iPhone,0,380,0.0,0.0,Neutral
": the first world cup semi-final is set :popcorn::fire:

:croatia: croatia vs argentina :argentina:

hrv | arg | fifaworldcup ",1601341916792377344,140,2022-12-09 22:23:59,Twitter for Android,0,32,0.25,0.3333333333333333,Positive
": messi :beaming_face_with_smiling_eyes:

this picture says it all.

fifaworldcup ",1601341916531916802,91,2022-12-09 22:23:59,Twitter for iPhone,0,123,0.0,0.0,Neutral
": messi :beaming_face_with_smiling_eyes:

this picture says it all.

fifaworldcup ",1601341916406493185,91,2022-12-09 22:23:59,Twitter for Android,0,123,0.0,0.0,Neutral
": a warrior in every sense. :oncoming_fist:

fifaworldcup ",1601341916380962816,81,2022-12-09 22:23:59,Twitter for iPhone,0,1026,0.0,0.0,Neutral
": what it means :red_heart::argentina:

fifaworldcup | fifafanfestival ",1601341916066549760,94,2022-12-09 22:23:58,Twitter for Android,0,249,0.0,0.0,Neutral
": :yellow_square::yellow_square::yellow_square::yellow_square::yellow_square::yellow_square::yellow_square::yellow_square::yellow_square::yellow_square::yellow_square::yellow_square::yellow_square::yellow_square::yellow_square:

15 bookings. the most in any game in world cup history.

netherlands vs. argentina is definitely getting…",1601341915881881600,139,2022-12-09 22:23:58,Twitter for Android,0,98,0.033333333333333326,0.4666666666666666,Positive
